link_id,name,from_node_id,to_node_id,directed_route_id,facility_type,link_type,dir_flag,length,lanes,free_speed,capacity,VDF_FFTT1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_frequency1,VDF_FFTT2,VDF_cap2,VDF_alpha2,VDF_beta2,VDF_frequency2,VDF_FFTT3,VDF_cap3,VDF_alpha3,VDF_beta3,VDF_frequency3,VDF_FFTT4,VDF_cap4,VDF_alpha4,VDF_beta4,VDF_frequency4,VDF_FFTT5,VDF_cap5,VDF_alpha5,VDF_beta5,VDF_frequency5,geometry
,ORANGE.0.7932.entrance,84,100120,ORANGE.0,,1,1,0.00709,1,65,1900,0.584,10000,0.15,4,0,0.566,10000,0.15,4,0,0.829,10000,0.15,4,0,4.615,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.039482 38.901366, -77.039582 38.901266)"
,ORANGE.0.7932.exit,100120,84,ORANGE.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.039582 38.901266, -77.039482 38.901366)"
,ORANGE.0.8040.entrance,86,100121,ORANGE.0,,1,1,0.00709,1,65,1900,0.584,10000,0.15,4,0,0.566,10000,0.15,4,0,0.829,10000,0.15,4,0,4.615,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.050026 38.900705, -77.050126 38.900605)"
,ORANGE.0.8040.exit,100121,86,ORANGE.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.050126 38.900605, -77.050026 38.900705)"
,ORANGE.0.999.entrance,91,100122,ORANGE.0,,1,1,0.00709,1,65,1900,0.584,10000,0.15,4,0,0.566,10000,0.15,4,0,0.829,10000,0.15,4,0,4.615,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.915104 38.916552, -76.915204 38.916452)"
,ORANGE.0.999.exit,100122,91,ORANGE.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.915204 38.916452, -76.915104 38.916552)"
,ORANGE.1.11332.entrance,5,100123,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.071954 38.895493, -77.072054 38.895393)"
,ORANGE.1.11332.exit,100123,5,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.072054 38.895393, -77.071954 38.895493)"
,ORANGE.1.11602.entrance,6,100124,ORANGE.1,,1,1,0.00708,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.228654 38.883146, -77.228754 38.883046)"
,ORANGE.1.11602.exit,100124,6,ORANGE.1,,1,1,0.00708,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.228754 38.883046, -77.228654 38.883146)"
,ORANGE.1.11610.entrance,7,100125,ORANGE.1,,1,1,0.00708,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.271363 38.877881, -77.271463 38.877781)"
,ORANGE.1.11610.exit,100125,7,ORANGE.1,,1,1,0.00708,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.271463 38.877781, -77.271363 38.877881)"
,ORANGE.1.12282.entrance,11,100126,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.156567 38.886042, -77.156667 38.885942)"
,ORANGE.1.12282.exit,100126,11,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.156667 38.885942, -77.156567 38.886042)"
,ORANGE.1.12488.entrance,12,100127,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.084823 38.891331, -77.084923 38.891231)"
,ORANGE.1.12488.exit,100127,12,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.084923 38.891231, -77.084823 38.891331)"
,ORANGE.1.12631.entrance,13,100128,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.111550 38.882238, -77.111650 38.882138)"
,ORANGE.1.12631.exit,100128,13,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.111650 38.882138, -77.111550 38.882238)"
,ORANGE.1.12648.entrance,14,100129,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.094987 38.887176, -77.095087 38.887076)"
,ORANGE.1.12648.exit,100129,14,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.095087 38.887076, -77.094987 38.887176)"
,ORANGE.1.12900.entrance,17,100130,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.005892 38.885669, -77.005992 38.885569)"
,ORANGE.1.12900.exit,100130,17,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.005992 38.885569, -77.005892 38.885669)"
,ORANGE.1.12906.entrance,18,100131,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.028174 38.887587, -77.028274 38.887487)"
,ORANGE.1.12906.exit,100131,18,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.028274 38.887487, -77.028174 38.887587)"
,ORANGE.1.12922.entrance,19,100132,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.103809 38.883074, -77.103909 38.882974)"
,ORANGE.1.12922.exit,100132,19,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.103909 38.882974, -77.103809 38.883074)"
,ORANGE.1.14118.entrance,27,100133,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.188871 38.900738, -77.188971 38.900638)"
,ORANGE.1.14118.exit,100133,27,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.188971 38.900638, -77.188871 38.900738)"
,ORANGE.1.2124.entrance,34,100134,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.890005 38.933994, -76.890105 38.933894)"
,ORANGE.1.2124.exit,100134,34,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.890105 38.933894, -76.890005 38.933994)"
,ORANGE.1.25426.entrance,36,100135,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.947716 38.898313, -76.947816 38.898213)"
,ORANGE.1.25426.exit,100135,36,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.947816 38.898213, -76.947716 38.898313)"
,ORANGE.1.2658.entrance,40,100136,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.870445 38.946912, -76.870545 38.946812)"
,ORANGE.1.2658.exit,100136,40,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.870545 38.946812, -76.870445 38.946912)"
,ORANGE.1.5017.entrance,63,100137,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.021600 38.884886, -77.021700 38.884786)"
,ORANGE.1.5017.exit,100137,63,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.021700 38.884786, -77.021600 38.884886)"
,ORANGE.1.5030.entrance,64,100138,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.935569 38.907945, -76.935669 38.907845)"
,ORANGE.1.5030.exit,100138,64,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.935669 38.907845, -76.935569 38.907945)"
,ORANGE.1.5110.entrance,65,100139,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.977168 38.885982, -76.977268 38.885882)"
,ORANGE.1.5110.exit,100139,65,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.977268 38.885882, -76.977168 38.885982)"
,ORANGE.1.6479.entrance,70,100140,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.995010 38.884148, -76.995110 38.884048)"
,ORANGE.1.6479.exit,100140,70,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.995110 38.884048, -76.995010 38.884148)"
,ORANGE.1.6553.entrance,71,100141,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.985397 38.880874, -76.985497 38.880774)"
,ORANGE.1.6553.exit,100141,71,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.985497 38.880774, -76.985397 38.880874)"
,ORANGE.1.7333.entrance,75,100142,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.015536 38.884981, -77.015636 38.884881)"
,ORANGE.1.7333.exit,100142,75,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.015636 38.884881, -77.015536 38.884981)"
,ORANGE.1.7588.entrance,79,100143,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.027777 38.898327, -77.027877 38.898227)"
,ORANGE.1.7588.exit,100143,79,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.027877 38.898227, -77.027777 38.898327)"
,ORANGE.1.7671.entrance,80,100144,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.027896 38.893789, -77.027996 38.893689)"
,ORANGE.1.7671.exit,100144,80,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.027996 38.893689, -77.027896 38.893789)"
,ORANGE.1.7812.entrance,83,100145,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.031958 38.901335, -77.032058 38.901235)"
,ORANGE.1.7812.exit,100145,83,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.032058 38.901235, -77.031958 38.901335)"
,ORANGE.1.7932.entrance,84,100146,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.039482 38.901366, -77.039582 38.901266)"
,ORANGE.1.7932.exit,100146,84,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.039582 38.901266, -77.039482 38.901366)"
,ORANGE.1.8040.entrance,86,100147,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.050026 38.900705, -77.050126 38.900605)"
,ORANGE.1.8040.exit,100147,86,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.050126 38.900605, -77.050026 38.900705)"
,ORANGE.1.999.entrance,91,100148,ORANGE.1,,1,1,0.00709,1,65,1900,0.581,10000,0.15,4,0,0.566,10000,0.15,4,0,0.874,10000,0.15,4,0,4.39,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.915104 38.916552, -76.915204 38.916452)"
,ORANGE.1.999.exit,100148,91,ORANGE.1,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.915204 38.916452, -76.915104 38.916552)"
,RED.0.12872.entrance,15,100149,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.006402 38.897770, -77.006502 38.897670)"
,RED.0.12872.exit,100149,15,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.006502 38.897670, -77.006402 38.897770)"
,RED.0.12874.entrance,16,100150,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.016312 38.896121, -77.016412 38.896021)"
,RED.0.12874.exit,100150,16,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.016412 38.896021, -77.016312 38.896121)"
,RED.0.16051.entrance,30,100151,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.053097 39.061743, -77.053197 39.061643)"
,RED.0.16051.exit,100151,30,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.053197 39.061643, -77.053097 39.061743)"
,RED.0.20078.entrance,31,100152,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.032307 38.993658, -77.032407 38.993558)"
,RED.0.20078.exit,100152,31,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.032407 38.993558, -77.032307 38.993658)"
,RED.0.21029.entrance,32,100153,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.042667 39.015465, -77.042767 39.015365)"
,RED.0.21029.exit,100153,32,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.042767 39.015365, -77.042667 39.015465)"
,RED.0.22094.entrance,35,100154,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.112782 39.047162, -77.112882 39.047062)"
,RED.0.22094.exit,100154,35,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.112882 39.047062, -77.112782 39.047162)"
,RED.0.2640.entrance,39,100155,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.096948 39.000062, -77.097048 38.999962)"
,RED.0.2640.exit,100155,39,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.097048 38.999962, -77.096948 39.000062)"
,RED.0.3542.entrance,43,100156,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.103838 39.029243, -77.103938 39.029143)"
,RED.0.3542.exit,100156,43,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.103938 39.029143, -77.103838 39.029243)"
,RED.0.3969.entrance,44,100157,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.120792 39.062389, -77.120892 39.062289)"
,RED.0.3969.exit,100157,44,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.120892 39.062289, -77.120792 39.062389)"
,RED.0.4271.entrance,50,100158,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.050776 39.038565, -77.050876 39.038465)"
,RED.0.4271.exit,100158,50,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.050876 39.038465, -77.050776 39.038565)"
,RED.0.4364.entrance,51,100159,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.085767 38.960997, -77.085867 38.960897)"
,RED.0.4364.exit,100159,51,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.085867 38.960897, -77.085767 38.960997)"
,RED.0.4387.entrance,52,100160,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.094151 38.984431, -77.094251 38.984331)"
,RED.0.4387.exit,100160,52,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.094251 38.984331, -77.094151 38.984431)"
,RED.0.4567.entrance,53,100161,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.002981 38.907413, -77.003081 38.907313)"
,RED.0.4567.exit,100161,53,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.003081 38.907313, -77.002981 38.907413)"
,RED.0.4710.entrance,58,100162,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.994474 38.933232, -76.994574 38.933132)"
,RED.0.4710.exit,100162,58,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-76.994574 38.933132, -76.994474 38.933232)"
,RED.0.4905.entrance,59,100163,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.052350 38.925000, -77.052450 38.924900)"
,RED.0.4905.exit,100163,59,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.052450 38.924900, -77.052350 38.925000)"
,RED.0.4912.entrance,60,100164,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.058624 38.935852, -77.058724 38.935752)"
,RED.0.4912.exit,100164,60,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.058724 38.935752, -77.058624 38.935852)"
,RED.0.4941.entrance,61,100165,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.063716 38.944519, -77.063816 38.944419)"
,RED.0.4941.exit,100165,61,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.063816 38.944419, -77.063716 38.944519)"
,RED.0.4956.entrance,62,100166,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.044428 38.911129, -77.044528 38.911029)"
,RED.0.4956.exit,100166,62,RED.0,,1,1,0.00709,1,65,1900,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.044528 38.911029, -77.044428 38.911129)"
,RED.0.5305.entrance,66,100167,RED.0,,1,1,0.00709,1,65,1900,0.303,10000,0.15,4,0,0.283,10000,0.15,4,0,0.508,10000,0.15,4,0,4,10000,0.15,4,0,0,10000,0.15,4,0,"LINESTRING (-77.001864 38.951808, -77.001964 38.951708)"
